year,code,country,sex,value,highlighted
2021,AUS,Australia,Male,69.47786228506084,False
2021,AUS,Australia,Female,70.48051296795204,False
2022,AUS,Australia,Male,68.95256482505518,False
2022,AUS,Australia,Female,69.99725251187047,False
2023,AUS,Australia,Male,69.5264120971187,False
2023,AUS,Australia,Female,70.45292808194318,False
2000,AUT,Austria,Male,65.6702724790406,False
2000,AUT,Austria,Female,69.37042940526086,False
2001,AUT,Austria,Male,65.92964130887893,False
2001,AUT,Austria,Female,69.55861876421,False
2002,AUT,Austria,Male,66.03232195894952,False
2002,AUT,Austria,Female,69.5925349500104,False
2003,AUT,Austria,Male,66.15567746886873,False
2003,AUT,Austria,Female,69.63623547608114,False
2004,AUT,Austria,Male,66.40528922882383,False
2004,AUT,Austria,Female,69.85019938590376,False
2005,AUT,Austria,Male,66.61154794275306,False
2005,AUT,Austria,Female,69.96251787631188,False
2006,AUT,Austria,Male,66.8433527327412,False
2006,AUT,Austria,Female,70.11040197836627,False
2007,AUT,Austria,Male,67.09733137778414,False
2007,AUT,Austria,Female,70.30788434398924,False
2008,AUT,Austria,Male,67.29346665866959,False
2008,AUT,Austria,Female,70.44153469034772,False
2009,AUT,Austria,Male,67.34365012956792,False
2009,AUT,Austria,Female,70.54459984570707,False
2010,AUT,Austria,Male,67.55608210184306,False
2010,AUT,Austria,Female,70.6992364790493,False
2011,AUT,Austria,Male,67.8245654680999,False
2011,AUT,Austria,Female,70.84658883365073,False
2012,AUT,Austria,Male,68.01012721076752,False
2012,AUT,Austria,Female,70.7983871000183,False
2013,AUT,Austria,Male,68.18454740971801,False
2013,AUT,Austria,Female,70.87670658732009,False
2014,AUT,Austria,Male,68.42491559052674,False
2014,AUT,Austria,Female,70.99633595799136,False
2015,AUT,Austria,Male,68.43126828315418,False
2015,AUT,Austria,Female,70.93057370917604,False
2016,AUT,Austria,Male,68.67794075782952,False
2016,AUT,Austria,Female,71.06560537632264,False
2017,AUT,Austria,Male,68.85322866979786,False
2017,AUT,Austria,Female,71.11634341172793,False
2018,AUT,Austria,Male,68.96679325736471,False
2018,AUT,Austria,Female,71.21407918712629,False
2019,AUT,Austria,Male,69.16544847264362,False
2019,AUT,Austria,Female,71.36823180118941,False
2020,AUT,Austria,Male,68.50230731384589,False
2020,AUT,Austria,Female,70.70018948120138,False
2021,AUT,Austria,Male,68.29620139511216,False
2021,AUT,Austria,Female,70.56020966103543,False
2022,AUT,Austria,Male,68.52690190753799,False
2022,AUT,Austria,Female,70.69794855082505,False
2023,AUT,Austria,Male,68.9060711584777,False
2023,AUT,Austria,Female,70.98885784114161,False
2000,BEL,Belgium,Male,65.6700517814532,False
2000,BEL,Belgium,Female,68.83355172117997,False
2001,BEL,Belgium,Male,65.88810964062648,False
2001,BEL,Belgium,Female,68.95411365296414,False
2002,BEL,Belgium,Male,66.0082674927205,False
2002,BEL,Belgium,Female,68.95822918218596,False
2003,BEL,Belgium,Male,66.24760697462965,False
2003,BEL,Belgium,Female,69.00310564518709,False
2004,BEL,Belgium,Male,66.54611368533345,False
2004,BEL,Belgium,Female,69.21904488137316,False
2005,BEL,Belgium,Male,66.74807380699879,False
2005,BEL,Belgium,Female,69.33095684101845,False
2006,BEL,Belgium,Male,67.02629422418907,False
2006,BEL,Belgium,Female,69.49313621230209,False
2007,BEL,Belgium,Male,67.14444600956675,False
2007,BEL,Belgium,Female,69.5199390456454,False
2008,BEL,Belgium,Male,67.18242326296946,False
2008,BEL,Belgium,Female,69.54672482524431,False
2009,BEL,Belgium,Male,67.33801863424686,False
2009,BEL,Belgium,Female,69.6226029339852,False
2010,BEL,Belgium,Male,67.49473884700788,False
2010,BEL,Belgium,Female,69.70618936518673,False
2011,BEL,Belgium,Male,67.70206202926774,False
2011,BEL,Belgium,Female,69.81978082722475,False
2012,BEL,Belgium,Male,67.72777476342397,False
2012,BEL,Belgium,Female,69.78592605401064,False
2013,BEL,Belgium,Male,67.95754289745962,False
2013,BEL,Belgium,Female,69.90236838748119,False
2014,BEL,Belgium,Male,68.3107964604309,False
2014,BEL,Belgium,Female,70.06331646071106,False
2015,BEL,Belgium,Male,68.44064824826708,False
2015,BEL,Belgium,Female,70.0664190182355,False
2016,BEL,Belgium,Male,68.58751316089484,False
2016,BEL,Belgium,Female,70.19570140289309,False
2017,BEL,Belgium,Male,68.84412141114731,False
2017,BEL,Belgium,Female,70.3375885049597,False
2018,BEL,Belgium,Male,69.07436175641465,False
2018,BEL,Belgium,Female,70.46410394696608,False
2019,BEL,Belgium,Male,69.26337410047468,False
2019,BEL,Belgium,Female,70.68148390086223,False
2020,BEL,Belgium,Male,67.96850174037701,False
2020,BEL,Belgium,Female,69.46318672085808,False
2021,BEL,Belgium,Male,68.65359224122597,False
2021,BEL,Belgium,Female,69.98187593297916,False
2022,BEL,Belgium,Male,68.78664616242055,False
2022,BEL,Belgium,Female,69.84585164722624,False
2023,BEL,Belgium,Male,69.25822384334656,False
2023,BEL,Belgium,Female,70.29457582578706,False
2000,CAN,Canada,Male,66.35265637545433,False
2000,CAN,Canada,Female,68.3356406053677,False
2001,CAN,Canada,Male,66.54278634003397,False
2001,CAN,Canada,Female,68.39444078070699,False
2002,CAN,Canada,Male,66.64813158172076,False
2002,CAN,Canada,Female,68.43422478338356,False
2003,CAN,Canada,Male,66.74448736921211,False
2003,CAN,Canada,Female,68.5572493509613,False
2004,CAN,Canada,Male,66.88867417239716,False
2004,CAN,Canada,Female,68.64088533573593,False
2005,CAN,Canada,Male,67.05377990470328,False
2005,CAN,Canada,Female,68.73299072466575,False
2006,CAN,Canada,Male,67.26206213257699,False
2006,CAN,Canada,Female,68.88448906024354,False
2007,CAN,Canada,Male,67.32546143395805,False
2007,CAN,Canada,Female,68.9046205780584,False
2008,CAN,Canada,Male,67.46399245616294,False
2008,CAN,Canada,Female,68.96026205394581,False
2009,CAN,Canada,Male,67.69442780751399,False
2009,CAN,Canada,Female,69.09736342592151,False
2010,CAN,Canada,Male,67.95498756606926,False
2010,CAN,Canada,Female,69.2133628298396,False
2011,CAN,Canada,Male,68.17666560672475,False
2011,CAN,Canada,Female,69.30947249136958,False
2012,CAN,Canada,Male,68.24298796518802,False
2012,CAN,Canada,Female,69.36158481842172,False
2013,CAN,Canada,Male,68.31110289473152,False
2013,CAN,Canada,Female,69.40624671908834,False
2014,CAN,Canada,Male,68.31463250333869,False
2014,CAN,Canada,Female,69.38550398750895,False
2015,CAN,Canada,Male,68.37324643170655,False
2015,CAN,Canada,Female,69.38780654635526,False
2016,CAN,Canada,Male,68.37751172979905,False
2016,CAN,Canada,Female,69.41494417720264,False
2017,CAN,Canada,Male,68.31970051849964,False
2017,CAN,Canada,Female,69.42166480031199,False
2018,CAN,Canada,Male,68.32085628851239,False
2018,CAN,Canada,Female,69.41751703885772,False
2019,CAN,Canada,Male,68.34552884111761,False
2019,CAN,Canada,Female,69.49176832353204,False
2020,CAN,Canada,Male,67.61252328692385,False
2020,CAN,Canada,Female,68.89917233932587,False
2021,CAN,Canada,Male,67.3538567555305,False
2021,CAN,Canada,Female,68.79476097947311,False
2022,CAN,Canada,Male,67.24002756214674,False
2022,CAN,Canada,Female,68.48767089607911,False
2023,CAN,Canada,Male,67.66704668326955,False
2023,CAN,Canada,Female,68.75871251743868,False
2000,CHE,Switzerland,Male,67.16608845404811,False
2000,CHE,Switzerland,Female,70.37982305612319,False
2001,CHE,Switzerland,Male,67.41445644757519,False
2001,CHE,Switzerland,Female,70.48784553410552,False
2002,CHE,Switzerland,Male,67.73628068670742,False
2002,CHE,Switzerland,Female,70.6103424185625,False
2003,CHE,Switzerland,Male,67.92949779443165,False
2003,CHE,Switzerland,Female,70.63317479478054,False
2004,CHE,Switzerland,Male,68.33753632384244,False
2004,CHE,Switzerland,Female,70.93775938058933,False
2005,CHE,Switzerland,Male,68.5693896273219,False
2005,CHE,Switzerland,Female,71.10251267105966,False
2006,CHE,Switzerland,Male,68.82277715720961,False
2006,CHE,Switzerland,Female,71.22947765503001,False
2007,CHE,Switzerland,Male,69.04276787548666,False
2007,CHE,Switzerland,Female,71.30512618054563,False
2008,CHE,Switzerland,Male,69.25451135242713,False
2008,CHE,Switzerland,Female,71.33675718589657,False
2009,CHE,Switzerland,Male,69.40449928847082,False
2009,CHE,Switzerland,Female,71.37539033461958,False
2010,CHE,Switzerland,Male,69.57868281995887,False
2010,CHE,Switzerland,Female,71.471534214051,False
2011,CHE,Switzerland,Male,69.78822829542577,False
2011,CHE,Switzerland,Female,71.56143877334071,False
2012,CHE,Switzerland,Male,69.9639252658612,False
2012,CHE,Switzerland,Female,71.57764790201222,False
2013,CHE,Switzerland,Male,70.09976880114267,False
2013,CHE,Switzerland,Female,71.61587601596592,False
2014,CHE,Switzerland,Male,70.27364874355285,False
2014,CHE,Switzerland,Female,71.72950910505233,False
2015,CHE,Switzerland,Male,70.35854571250948,False
2015,CHE,Switzerland,Female,71.74792573182826,False
2016,CHE,Switzerland,Male,70.61178200248784,False
2016,CHE,Switzerland,Female,71.85322852071064,False
2017,CHE,Switzerland,Male,70.78271941452198,False
2017,CHE,Switzerland,Female,71.90145983276345,False
2018,CHE,Switzerland,Male,70.96316236547449,False
2018,CHE,Switzerland,Female,72.00487986291118,False
2019,CHE,Switzerland,Male,71.13215445240242,False
2019,CHE,Switzerland,Female,72.10233364350083,False
2020,CHE,Switzerland,Male,70.32081074172876,False
2020,CHE,Switzerland,Female,71.31551574928186,False
2021,CHE,Switzerland,Male,70.61476624744863,False
2021,CHE,Switzerland,Female,71.52445582863439,False
2022,CHE,Switzerland,Male,70.56725932379724,False
2022,CHE,Switzerland,Female,71.36205148645864,False
2023,CHE,Switzerland,Male,71.23609943449154,False
2023,CHE,Switzerland,Female,71.87381282768273,False
2000,CHL,Chile,Male,64.83431476777496,False
2000,CHL,Chile,Female,67.90682067521027,False
2001,CHL,Chile,Male,64.91388950807735,False
2001,CHL,Chile,Female,67.967312612654,False
2002,CHL,Chile,Male,65.14966324730973,False
2002,CHL,Chile,Female,68.07727301451389,False
2003,CHL,Chile,Male,65.31460532478559,False
2003,CHL,Chile,Female,68.13025016231832,False
2004,CHL,Chile,Male,65.52487131252944,False
2004,CHL,Chile,Female,68.20430786628583,False
2005,CHL,Chile,Male,65.82120177753453,False
2005,CHL,Chile,Female,68.33728057559948,False
2006,CHL,Chile,Male,66.10448219167056,False
2006,CHL,Chile,Female,68.58378336889218,False
2007,CHL,Chile,Male,66.23587480310061,False
2007,CHL,Chile,Female,68.78802040073785,False
2008,CHL,Chile,Male,66.48194639290926,False
2008,CHL,Chile,Female,69.20932301417338,False
2009,CHL,Chile,Male,66.54089533552002,False
2009,CHL,Chile,Female,69.37130324339788,False
2010,CHL,Chile,Male,66.5267481108022,False
2010,CHL,Chile,Female,69.28378696047253,False
2011,CHL,Chile,Male,66.89653192177515,False
2011,CHL,Chile,Female,69.51520871255475,False
2012,CHL,Chile,Male,67.12970519908778,False
2012,CHL,Chile,Female,69.60684201600502,False
2013,CHL,Chile,Male,67.21412086951611,False
2013,CHL,Chile,Female,69.68405245656402,False
2014,CHL,Chile,Male,67.33832880907984,False
2014,CHL,Chile,Female,69.76769038083218,False
2015,CHL,Chile,Male,67.49023979865916,False
2015,CHL,Chile,Female,69.8552526440875,False
2016,CHL,Chile,Male,67.72635636596748,False
2016,CHL,Chile,Female,69.99148596608019,False
2017,CHL,Chile,Male,67.9318239746084,False
2017,CHL,Chile,Female,70.19242694437052,False
2018,CHL,Chile,Male,68.10255614269776,False
2018,CHL,Chile,Female,70.36643953724439,False
2019,CHL,Chile,Male,68.17433537384852,False
2019,CHL,Chile,Female,70.44719945998571,False
2020,CHL,Chile,Male,66.72868648594054,False
2020,CHL,Chile,Female,69.19821054840472,False
2021,CHL,Chile,Male,66.1458180173667,False
2021,CHL,Chile,Female,68.66047562082163,False
2022,CHL,Chile,Male,66.87191853181595,False
2022,CHL,Chile,Female,69.07406835607118,False
2023,CHL,Chile,Male,67.80057499400596,False
2023,CHL,Chile,Female,69.59305592055672,False
2000,COL,Colombia,Male,60.74052630323435,False
2000,COL,Colombia,Female,65.4128841304834,False
2001,COL,Colombia,Male,60.89498152751336,False
2001,COL,Colombia,Female,65.61991110649376,False
2002,COL,Colombia,Male,60.96556431662465,False
2002,COL,Colombia,Female,65.78392679375594,False
2003,COL,Colombia,Male,62.13754822097023,False
2003,COL,Colombia,Female,66.11800569563567,False
2004,COL,Colombia,Male,62.708486853028646,False
2004,COL,Colombia,Female,66.48879899221666,False
2005,COL,Colombia,Male,63.33230353086375,False
2005,COL,Colombia,Female,66.8157557137667,False
2006,COL,Colombia,Male,63.72077031347765,False
2006,COL,Colombia,Female,67.061944216486,False
2007,COL,Colombia,Male,64.11075165379098,False
2007,COL,Colombia,Female,67.368462178474,False
2008,COL,Colombia,Male,64.39106108922579,False
2008,COL,Colombia,Female,67.62292724319707,False
2009,COL,Colombia,Male,64.6399647665502,False
2009,COL,Colombia,Female,68.00812478648481,False
2010,COL,Colombia,Male,64.94995141442121,False
2010,COL,Colombia,Female,68.23018581325462,False
2011,COL,Colombia,Male,65.45954331770633,False
2011,COL,Colombia,Female,68.57524879354787,False
2012,COL,Colombia,Male,65.78349406170716,False
2012,COL,Colombia,Female,68.85167765265754,False
2013,COL,Colombia,Male,66.05657914551585,False
2013,COL,Colombia,Female,69.00325960737963,False
2014,COL,Colombia,Male,66.24072039072182,False
2014,COL,Colombia,Female,69.02487935743659,False
2015,COL,Colombia,Male,66.28463627440642,False
2015,COL,Colombia,Female,69.0607710237073,False
2016,COL,Colombia,Male,66.37468743397824,False
2016,COL,Colombia,Female,69.19976538260578,False
2017,COL,Colombia,Male,66.49230791213253,False
2017,COL,Colombia,Female,69.28421645147944,False
2018,COL,Colombia,Male,66.5396369011869,False
2018,COL,Colombia,Female,69.38120131545793,False
2019,COL,Colombia,Male,66.79803935898174,False
2019,COL,Colombia,Female,69.58888418661758,False
2020,COL,Colombia,Male,64.46407843421188,False
2020,COL,Colombia,Female,67.909706387341,False
2021,COL,Colombia,Male,62.538236185612014,False
2021,COL,Colombia,Female,66.21624118803214,False
2022,COL,Colombia,Male,65.26838937809966,False
2022,COL,Colombia,Female,68.31052521259534,False
2023,COL,Colombia,Male,66.43822650381978,False
2023,COL,Colombia,Female,69.28242743688627,False
2000,CRI,Costa Rica,Male,65.40682642080235,False
2000,CRI,Costa Rica,Female,67.25884687829954,False
2001,CRI,Costa Rica,Male,65.68147152850153,False
2001,CRI,Costa Rica,Female,67.40001492102648,False
2002,CRI,Costa Rica,Male,65.92166891301271,False
2002,CRI,Costa Rica,Female,67.72997660305401,False
2003,CRI,Costa Rica,Male,66.11538853933729,False
2003,CRI,Costa Rica,Female,67.81561400431329,False
2004,CRI,Costa Rica,Male,66.2688330001747,False
2004,CRI,Costa Rica,Female,67.98944884089262,False
2005,CRI,Costa Rica,Male,66.40429007850139,False
2005,CRI,Costa Rica,Female,68.2962740771304,False
2006,CRI,Costa Rica,Male,66.57799507609293,False
2006,CRI,Costa Rica,Female,68.50402654302027,False
2007,CRI,Costa Rica,Male,66.8335483815746,False
2007,CRI,Costa Rica,Female,68.69784731397178,False
2008,CRI,Costa Rica,Male,66.8934915662759,False
2008,CRI,Costa Rica,Female,68.7658467750989,False
2009,CRI,Costa Rica,Male,66.86185901495602,False
2009,CRI,Costa Rica,Female,68.79991848820261,False
2010,CRI,Costa Rica,Male,66.74563875770515,False
2010,CRI,Costa Rica,Female,68.6731709158949,False
2011,CRI,Costa Rica,Male,66.8609129654639,False
2011,CRI,Costa Rica,Female,68.8155702453308,False
2012,CRI,Costa Rica,Male,66.84275880381384,False
2012,CRI,Costa Rica,Female,68.78749760253974,False
2013,CRI,Costa Rica,Male,66.81170867475919,False
2013,CRI,Costa Rica,Female,68.77848109295736,False
2014,CRI,Costa Rica,Male,66.76300686136562,False
2014,CRI,Costa Rica,Female,68.8419920498411,False
2015,CRI,Costa Rica,Male,66.70408196719977,False
2015,CRI,Costa Rica,Female,68.84636052470385,False
2016,CRI,Costa Rica,Male,66.66521081262735,False
2016,CRI,Costa Rica,Female,68.80571695747761,False
2017,CRI,Costa Rica,Male,66.72166060260211,False
2017,CRI,Costa Rica,Female,68.85250867838671,False
2018,CRI,Costa Rica,Male,66.9074818163534,False
2018,CRI,Costa Rica,Female,68.96584100234621,False
2019,CRI,Costa Rica,Male,67.12086913951867,False
2019,CRI,Costa Rica,Female,69.04070657203125,False
2020,CRI,Costa Rica,Male,66.01789618168355,False
2020,CRI,Costa Rica,Female,68.10648260572559,False
2021,CRI,Costa Rica,Male,64.61238000793996,False
2021,CRI,Costa Rica,Female,66.85491453178605,False
2022,CRI,Costa Rica,Male,65.54650511931351,False
2022,CRI,Costa Rica,Female,67.49701578926765,False
2023,CRI,Costa Rica,Male,65.96328700485746,False
2023,CRI,Costa Rica,Female,67.91913966326838,False
2000,CZE,Czechia,Male,62.59057998007572,False
2000,CZE,Czechia,Female,66.84883162880125,False
2001,CZE,Czechia,Male,62.81446491714956,False
2001,CZE,Czechia,Female,66.9539115759245,False
2002,CZE,Czechia,Male,62.975582842607935,False
2002,CZE,Czechia,Female,67.09001895752978,False
2003,CZE,Czechia,Male,63.08650176077956,False
2003,CZE,Czechia,Female,67.19672579062197,False
2004,CZE,Czechia,Male,63.32981898932796,False
2004,CZE,Czechia,Female,67.4016688770024,False
2005,CZE,Czechia,Male,63.64757437456495,False
2005,CZE,Czechia,Female,67.6370190078133,False
2006,CZE,Czechia,Male,63.97529817955903,False
2006,CZE,Czechia,Female,67.9091070421175,False
2007,CZE,Czechia,Male,64.19525093645686,False
2007,CZE,Czechia,Female,68.08670773324774,False
2008,CZE,Czechia,Male,64.38575755270969,False
2008,CZE,Czechia,Female,68.24716768212772,False
2009,CZE,Czechia,Male,64.53879460924776,False
2009,CZE,Czechia,Female,68.34968040055793,False
2010,CZE,Czechia,Male,64.70412604742026,False
2010,CZE,Czechia,Female,68.4911626208026,False
2011,CZE,Czechia,Male,64.90817361644586,False
2011,CZE,Czechia,Female,68.63229838115039,False
2012,CZE,Czechia,Male,65.10640582843232,False
2012,CZE,Czechia,Female,68.75141136589758,False
2013,CZE,Czechia,Male,65.30708811698865,False
2013,CZE,Czechia,Female,68.84239140722248,False
2014,CZE,Czechia,Male,65.58142509468271,False
2014,CZE,Czechia,Female,69.08306657036921,False
2015,CZE,Czechia,Male,65.72564817618567,False
2015,CZE,Czechia,Female,69.15293477961818,False
2016,CZE,Czechia,Male,65.91582595930132,False
2016,CZE,Czechia,Female,69.33841324400072,False
2017,CZE,Czechia,Male,66.09313543151238,False
2017,CZE,Czechia,Female,69.43747912367394,False
2018,CZE,Czechia,Male,66.25885927436755,False
2018,CZE,Czechia,Female,69.58741452879092,False
2019,CZE,Czechia,Male,66.39157003884455,False
2019,CZE,Czechia,Female,69.7613101733377,False
2020,CZE,Czechia,Male,65.36429885148793,False
2020,CZE,Czechia,Female,68.66336103057232,False
2021,CZE,Czechia,Male,64.3708286182404,False
2021,CZE,Czechia,Female,67.83833020605162,False
2022,CZE,Czechia,Male,65.81217330225334,False
2022,CZE,Czechia,Female,69.02435886338112,False
2023,CZE,Czechia,Male,66.480124217712,False
2023,CZE,Czechia,Female,69.66379221601007,False
2000,DEU,Germany,Male,65.87836965721321,False
2000,DEU,Germany,Female,68.72522711107294,False
2001,DEU,Germany,Male,66.19888070461262,False
2001,DEU,Germany,Female,68.92474274054568,False
2002,DEU,Germany,Male,66.35664131120335,False
2002,DEU,Germany,Female,68.98370196668519,False
2003,DEU,Germany,Male,66.49684227454017,False
2003,DEU,Germany,Female,69.06700968907701,False
2004,DEU,Germany,Male,66.85949053804671,False
2004,DEU,Germany,Female,69.28344482459954,False
2005,DEU,Germany,Male,67.0418643212265,False
2005,DEU,Germany,Female,69.35467751884265,False
2006,DEU,Germany,Male,67.28412378905853,False
2006,DEU,Germany,Female,69.50203049164409,False
2007,DEU,Germany,Male,67.45244016125817,False
2007,DEU,Germany,Female,69.63461855486067,False
2008,DEU,Germany,Male,67.57802354033718,False
2008,DEU,Germany,Female,69.67954367143952,False
2009,DEU,Germany,Male,67.65974430519123,False
2009,DEU,Germany,Female,69.73789685820785,False
2010,DEU,Germany,Male,67.77451662884756,False
2010,DEU,Germany,Female,69.81668632208047,False
2011,DEU,Germany,Male,68.01990151733729,False
2011,DEU,Germany,Female,69.93981068519568,False
2012,DEU,Germany,Male,68.13786938558522,False
2012,DEU,Germany,Female,69.9792842993534,False
2013,DEU,Germany,Male,68.13171868095986,False
2013,DEU,Germany,Female,69.92461567853597,False
2014,DEU,Germany,Male,68.3230105200135,False
2014,DEU,Germany,Female,70.06303291281525,False
2015,DEU,Germany,Male,68.16054539752972,False
2015,DEU,Germany,Female,69.93117383646434,False
2016,DEU,Germany,Male,68.29211350514868,False
2016,DEU,Germany,Female,70.03272166434958,False
2017,DEU,Germany,Male,68.43248835730488,False
2017,DEU,Germany,Female,70.12396497905726,False
2018,DEU,Germany,Male,68.47527441950871,False
2018,DEU,Germany,Female,70.17720725964632,False
2019,DEU,Germany,Male,68.6626621304306,False
2019,DEU,Germany,Female,70.34418834544975,False
2020,DEU,Germany,Male,68.31447141273489,False
2020,DEU,Germany,Female,69.98348607155118,False
2021,DEU,Germany,Male,67.99591905662727,False
2021,DEU,Germany,Female,69.73492074543904,False
2022,DEU,Germany,Male,68.00628766984659,False
2022,DEU,Germany,Female,69.6087136899203,False
2023,DEU,Germany,Male,68.17934585942781,False
2023,DEU,Germany,Female,69.87717398612594,False
2000,DNK,Denmark,Male,65.52881315242537,False
2000,DNK,Denmark,Female,67.80490595888564,False
2001,DNK,Denmark,Male,65.68440135743714,False
2001,DNK,Denmark,Female,67.95609044749013,False
2002,DNK,Denmark,Male,65.8372507285311,False
2002,DNK,Denmark,Female,68.15069342065914,False
2003,DNK,Denmark,Male,66.04777829793649,False
2003,DNK,Denmark,Female,68.43097048272112,False
2004,DNK,Denmark,Male,66.37091340722259,False
2004,DNK,Denmark,Female,68.80118041724009,False
2005,DNK,Denmark,Male,66.61884151452651,False
2005,DNK,Denmark,Female,68.97515429821755,False
2006,DNK,Denmark,Male,66.7650320931728,False
2006,DNK,Denmark,Female,69.07279542547268,False
2007,DNK,Denmark,Male,66.89189972358614,False
2007,DNK,Denmark,Female,69.13288464298164,False
2008,DNK,Denmark,Male,67.1244123251613,False
2008,DNK,Denmark,Female,69.31563186066428,False
2009,DNK,Denmark,Male,67.30900854133573,False
2009,DNK,Denmark,Female,69.42115422271203,False
2010,DNK,Denmark,Male,67.57815409655753,False
2010,DNK,Denmark,Female,69.61592670415035,False
2011,DNK,Denmark,Male,67.93356359717743,False
2011,DNK,Denmark,Female,69.86643951495653,False
2012,DNK,Denmark,Male,68.21170431002182,False
2012,DNK,Denmark,Female,70.07838310312987,False
2013,DNK,Denmark,Male,68.42751849176796,False
2013,DNK,Denmark,Female,70.24478812661957,False
2014,DNK,Denmark,Male,68.68331624230373,False
2014,DNK,Denmark,Female,70.42044898652645,False
2015,DNK,Denmark,Male,68.8252706423383,False
2015,DNK,Denmark,Female,70.43671431393187,False
2016,DNK,Denmark,Male,68.94199406874388,False
2016,DNK,Denmark,Female,70.53479710797673,False
2017,DNK,Denmark,Male,69.01974721659782,False
2017,DNK,Denmark,Female,70.63370627357475,False
2018,DNK,Denmark,Male,69.11145024785495,False
2018,DNK,Denmark,Female,70.71405014875305,False
2019,DNK,Denmark,Male,69.30006080848553,False
2019,DNK,Denmark,Female,70.88316409299156,False
2020,DNK,Denmark,Male,69.2529103523823,False
2020,DNK,Denmark,Female,70.69500013777851,False
2021,DNK,Denmark,Male,69.2029128514548,False
2021,DNK,Denmark,Female,70.55815076988738,False
2022,DNK,Denmark,Male,68.92595506492435,False
2022,DNK,Denmark,Female,70.30044562999554,False
2023,DNK,Denmark,Male,69.10335439283048,False
2023,DNK,Denmark,Female,70.61967291894499,False
2000,ESP,Spain,Male,66.78310569553692,False
2000,ESP,Spain,Female,70.851957197407,False
2001,ESP,Spain,Male,67.03521083247107,False
2001,ESP,Spain,Female,71.0647754138708,False
2002,ESP,Spain,Male,67.1602691427172,False
2002,ESP,Spain,Female,71.15756217485,False
2003,ESP,Spain,Male,67.24547790303404,False
2003,ESP,Spain,Female,71.16958720938537,False
2004,ESP,Spain,Male,67.54941374791241,False
2004,ESP,Spain,Female,71.43642061181619,False
2005,ESP,Spain,Male,67.70667325131858,False
2005,ESP,Spain,Female,71.50947984682014,False
2006,ESP,Spain,Male,68.10358961117517,False
2006,ESP,Spain,Female,71.80035587927492,False
2007,ESP,Spain,Male,68.24137764070767,False
2007,ESP,Spain,Female,71.87271373569739,False
2008,ESP,Spain,Male,68.55310898667511,False
2008,ESP,Spain,Female,71.98622566512921,False
2009,ESP,Spain,Male,68.87366593082852,False
2009,ESP,Spain,Female,72.20879794678729,False
2010,ESP,Spain,Male,69.18794433500227,False
2010,ESP,Spain,Female,72.4211621734184,False
2011,ESP,Spain,Male,69.37622856049369,False
2011,ESP,Spain,Female,72.4848979636667,False
2012,ESP,Spain,Male,69.47685604926885,False
2012,ESP,Spain,Female,72.44772693101172,False
2013,ESP,Spain,Male,69.7955289741902,False
2013,ESP,Spain,Female,72.60495577332689,False
2014,ESP,Spain,Male,69.95483121311176,False
2014,ESP,Spain,Female,72.6403024943285,False
2015,ESP,Spain,Male,69.8916172170101,False
2015,ESP,Spain,Female,72.53053982034469,False
2016,ESP,Spain,Male,70.12368120495736,False
2016,ESP,Spain,Female,72.72729310103514,False
2017,ESP,Spain,Male,70.22050997776535,False
2017,ESP,Spain,Female,72.73007351951605,False
2018,ESP,Spain,Male,70.24499627388813,False
2018,ESP,Spain,Female,72.79544861814566,False
2019,ESP,Spain,Male,70.4471864360963,False
2019,ESP,Spain,Female,72.96129867991125,False
2020,ESP,Spain,Male,69.3707326617682,False
2020,ESP,Spain,Female,71.80405059470407,False
2021,ESP,Spain,Male,69.73766928049966,False
2021,ESP,Spain,Female,72.12936452596956,False
2022,ESP,Spain,Male,69.30626624550185,False
2022,ESP,Spain,Female,71.82197587831385,False
2023,ESP,Spain,Male,69.89550899410287,False
2023,ESP,Spain,Female,72.20522043821914,False
2000,EST,Estonia,Male,57.41774215995418,False
2000,EST,Estonia,Female,65.53094205125191,False
2001,EST,Estonia,Male,57.70541172426702,False
2001,EST,Estonia,Female,65.77705562593815,False
2002,EST,Estonia,Male,58.0171936584351,False
2002,EST,Estonia,Female,65.99952199380319,False
2003,EST,Estonia,Male,58.33409569600057,False
2003,EST,Estonia,Female,66.23317137338961,False
2004,EST,Estonia,Male,58.71959157230514,False
2004,EST,Estonia,Female,66.56101945851223,False
2005,EST,Estonia,Male,59.05755056896403,False
2005,EST,Estonia,Female,66.889050728391,False
2006,EST,Estonia,Male,59.44800445560008,False
2006,EST,Estonia,Female,67.23676105189512,False
2007,EST,Estonia,Male,59.8927576916781,False
2007,EST,Estonia,Female,67.49558129834838,False
2008,EST,Estonia,Male,60.481271950084114,False
2008,EST,Estonia,Female,67.78402320812134,False
2009,EST,Estonia,Male,61.10936884972995,False
2009,EST,Estonia,Female,68.09293074249881,False
2010,EST,Estonia,Male,61.67525181924235,False
2010,EST,Estonia,Female,68.42688144809232,False
2011,EST,Estonia,Male,62.24350597528104,False
2011,EST,Estonia,Female,68.74451197999038,False
2012,EST,Estonia,Male,62.64665994245713,False
2012,EST,Estonia,Female,68.96914211417209,False
2013,EST,Estonia,Male,63.13242675049789,False
2013,EST,Estonia,Female,69.13913641456811,False
2014,EST,Estonia,Male,63.45653367058858,False
2014,EST,Estonia,Female,69.35680799692989,False
2015,EST,Estonia,Male,63.85377174041949,False
2015,EST,Estonia,Female,69.55144779298467,False
2016,EST,Estonia,Male,64.11810427323381,False
